Grupo,Título,Link,ID do Produto,Imagem
camisa,Camisa Pregas Groove Do Alfaiate,https://www.farmrio.com.br/camisa-pregas-groove-do-alfaiate-groove-do-alfaiate_farmlab_preto-333071-48500/p,148053,https://lojafarm.vteximg.com.br/arquivos/ids/3388575-500-750/333071_48500_1-CAMISA-PREGAS-GROOVE-DO-ALFAIATE.jpg?v=638552090535600000
camisa,Camisa Laço Morada Tropical,https://www.farmrio.com.br/camisa-laco-morada-tropical-morada-tropical_farmlab_corrido-zebra_p-333065-49218/p,148050,https://lojafarm.vteximg.com.br/arquivos/ids/3391506-500-750/333065_49218_1-CAMISA-LACO-MORADA-TROPICAL.jpg?v=638557141760500000
camisa,Camisa Plissada Estampada Tropicaxi,https://www.farmrio.com.br/camisa-plissada-estampada-tropicaxi-est-tropicaxi_verde-absinto---330206-48293/p,84146,https://lojafarm.vteximg.com.br/arquivos/ids/3379760-500-750/330206_48293_1-CAMISA-PLISSADA-ESTAMPADA-TROPICAXI.jpg?v=638527513514900000
camisa,Camisa Estampada Azul Flor,https://www.farmrio.com.br/camisa-estampada-azul-flor-azul-calmaria-334212-07454/p,148607,https://lojafarm.vteximg.com.br/arquivos/ids/3410432-500-750/334212_07454_1-CAMISA-ESTAMPADA-AZUL-FLOR.jpg?v=638588305292700000
camisa,Camisa Estampada Flor Branca,https://www.farmrio.com.br/camisa-estampada-flor-branca-off-white-328832-0024/p,82007,https://lojafarm.vteximg.com.br/arquivos/ids/3346924-500-750/328832_0024_1-CAMISA-ESTAMPADA-FLOR-BRANCA.jpg?v=638485606768630000
camisa,Camisa Bolso Longa,https://www.farmrio.com.br/camisa-bolso-longa-off-white-330102-0024/p,81880,https://lojafarm.vteximg.com.br/arquivos/ids/3372700-500-750/330102_0024_1-CAMISA-BOLSO-LONGA.jpg?v=638521626023430000
camisa,Camisa Estampada Beleza Tropical,https://www.farmrio.com.br/camisa-estampada-beleza-tropical-beleza-tropical_preto-329995-42214/p,83289,https://lojafarm.vteximg.com.br/arquivos/ids/3379640-500-750/329995_42214_2-CAMISA-ESTAMPADA-BELEZA-TROPICAL.jpg?v=638527512518500000
camisa,Camisa Manga Longa Estampada Selinhos Do Cerrado,https://www.farmrio.com.br/camisa-manga-longa-estampada-selinhos-do-cerrado-est-selinhos-do-cerrado_bege-macrame---329508-48241/p,81931,https://lojafarm.vteximg.com.br/arquivos/ids/3379460-500-750/329508_48241_1-CAMISA-MANGA-LONGA-ESTAMPADA-SELINHOS-DO-CERRADO.jpg?v=638527511292770000
camisa,Camisa Longa Algodão,https://www.farmrio.com.br/camisa-longa-algodao-off-white-330194-0024/p,84110,https://lojafarm.vteximg.com.br/arquivos/ids/3367886-500-750/330194_0024_1-CAMISA-LONGA-ALGODAO.jpg?v=638520975420030000
camisa,Camisa Bolso Listras,https://www.farmrio.com.br/camisa-bolso-listras-listra-marrom-alcacuz-off-white-330178-0000/p,83999,https://lojafarm.vteximg.com.br/arquivos/ids/3377158-500-750/330178_0000_1-CAMISA-BOLSO-LISTRAS.jpg?v=638524984579700000
camisa,Camisa Estampada Quadriculado De Sonho,https://www.farmrio.com.br/camisa-estampada-quadriculado-de-sonho-quadriculado-sonho_off-white-331415-48244/p,83137,https://lojafarm.vteximg.com.br/arquivos/ids/3401757-500-750/331415_48244_1-CAMISA-ESTAMPADA-QUADRICULADO-DE-SONHO.jpg?v=638573411183930000
camisa,Camisa Bolso Longa,https://www.farmrio.com.br/camisa-bolso-longa-azul-krabi-330102-05052/p,82664,https://lojafarm.vteximg.com.br/arquivos/ids/3372714-500-750/330102_05052_1-CAMISA-BOLSO-LONGA.jpg?v=638521626227800000
camisa,Camisa Bolso Listras,https://www.farmrio.com.br/camisa-bolso-listras-listra-azul-krabi-off-white-330178-05052/p,148040,https://lojafarm.vteximg.com.br/arquivos/ids/3367545-500-750/330178_05052_1-CAMISA-BOLSO-LISTRAS.jpg?v=638520972305230000
camisa,Camisa Jeans Laser Abacaxi Deco,https://www.farmrio.com.br/camisa-jeans-laser-abacaxi-deco-jeans-331706-0142/p,83772,https://lojafarm.vteximg.com.br/arquivos/ids/3385330-500-750/331706_0142_1-CAMISA-JEANS-LASER-ABACAXI-DECO.jpg?v=638544136525200000
camisa,Camisa Plissada Estampada Paisagem De Sonho Corrida,https://www.farmrio.com.br/camisa-plissada-estampada-paisagem-de-sonho-corrida-est-paisagem-de-sonho_azul-mirante-330201-48246/p,81948,https://lojafarm.vteximg.com.br/arquivos/ids/3404927-500-750/330201_48246_1-CAMISA-PLISSADA-ESTAMPADA-PAISAGEM-DE-SONHO-CORRIDA.jpg?v=638579700985400000
camisa,Camisa Estampada Banana,https://www.farmrio.com.br/camisa-estampada-banana-est-banana-cocina_malha-silk_eng-camisa_-332864-49295/p,147910,https://lojafarm.vteximg.com.br/arquivos/ids/3431604-500-750/332864_49295_1-CAMISA-ESTAMPADA-BANANA.jpg?v=638612272349900000
camisa,Camisa Bolso Longa,https://www.farmrio.com.br/camisa-bolso-longa-verde-erva-doce-330102-02362/p,82661,https://lojafarm.vteximg.com.br/arquivos/ids/3372709-500-750/330102_02362_1-CAMISA-BOLSO-LONGA.jpg?v=638521626087370000
camisa,Camisa Plissada Estampada Camafeu Tropical,https://www.farmrio.com.br/camisa-plissada-estampada-camafeu-tropical-est-camafeu-tropical_preto---330204-48310/p,84140,https://lojafarm.vteximg.com.br/arquivos/ids/3376090-500-750/330204_48310_1-CAMISA-PLISSADA-ESTAMPADA-CAMAFEU-TROPICAL.jpg?v=638524450539900000
camisa,Camisa Tricot Estampada Tambaqui,https://www.farmrio.com.br/camisa-tricot-estampada-tambaqui-est-tropicaxi_verde-absinto-329676-48293/p,82841,https://lojafarm.vteximg.com.br/arquivos/ids/3404855-500-750/329676_48293_1-CAMISA-TRICOT-ESTAMPADA-TAMBAQUI.jpg?v=638579700139400000
camisa,Camisa Tambaqui Decorado,https://www.farmrio.com.br/camisa-tambaqui-decorado-tambaqui-decorado_preto-333123-48978/p,83527,https://lojafarm.vteximg.com.br/arquivos/ids/3391952-500-750/333123_48978_1-CAMISA-TAMBAQUI-DECORADO.jpg?v=638557165185470000
camisa,Camisa Tricot Franja Listra Solar,https://www.farmrio.com.br/camisa-tricot-franja-listra-solar-multicolorido-331789-2276/p,83961,https://lojafarm.vteximg.com.br/arquivos/ids/3369959-500-750/331789_2276_1-CAMISA-TRICOT-FRANJA-LISTRA-SOLAR.jpg?v=638520996782830000
camisa,Camisa Estampada Flor,https://www.farmrio.com.br/camisa-estampada-flor-rosa-cariri-328831-07076/p,81699,https://lojafarm.vteximg.com.br/arquivos/ids/3352104-500-750/328831_07076_1-CAMISA-ESTAMPADA-FLOR.jpg?v=638491536623530000
camisa,Camisa Estampada Flor Real,https://www.farmrio.com.br/camisa-estampada-flor-real-est-flor-real_bege-baunilha-327278-48277/p,82736,https://lojafarm.vteximg.com.br/arquivos/ids/3419980-500-750/327278_48277_1-CAMISA-ESTAMPADA-FLOR-REAL.jpg?v=638596980179100000
camisa,Camisa Estampada Céu De Tigre,https://www.farmrio.com.br/camisa-estampada-ceu-de-tigre-ceu-de-tigre_rosa-capadocia-330132-48258/p,83647,https://lojafarm.vteximg.com.br/arquivos/ids/3377068-500-750/330132_48258_1-CAMISA-ESTAMPADA-CEU-DE-TIGRE.jpg?v=638524983806630000
camisa,Camisa Bolso Longa,https://www.farmrio.com.br/camisa-bolso-longa-vermelho-morango-330102-07415/p,82032,https://lojafarm.vteximg.com.br/arquivos/ids/3366064-500-750/330102_07415_1-CAMISA-BOLSO-LONGA.jpg?v=638520959213930000
camisa,Camisa Estampada Shuhu,https://www.farmrio.com.br/camisa-estampada-shuhu-shuhu_marrom-pinhal-322937-46196/p,75901,https://lojafarm.vteximg.com.br/arquivos/ids/3315265-500-750/322937_46196_1-CAMISA-ESTAMPADA-SHUHU.jpg?v=638452504184830000
camisa,Camisa Sarja Bisne Bordado Florido,https://www.farmrio.com.br/camisa-sarja-bisne-bordado-florido-caramelo-328410-2747/p,80566,https://lojafarm.vteximg.com.br/arquivos/ids/3338751-500-750/328410_2747_1-CAMISA-SARJA-BISNE-BORDADO-FLORIDO.jpg?v=638481910993330000
camisa,Camisa Estampada Caminho Yawanawa,https://www.farmrio.com.br/camisa-estampada-caminho-yawanawa-est-caminho-yawanawa_multicolorido-322942-46182/p,76454,https://lojafarm.vteximg.com.br/arquivos/ids/3326029-500-750/322942_46182_1-CAMISA-ESTAMPADA-CAMINHO-YAWANAWA.jpg?v=638471403699800000
camisa,Camisa Hotfix Carnaval Das Águas,https://www.farmrio.com.br/camisa-hotfix-carnaval-das-aguas-roxo-berinjela-323366-6050/p,81182,https://lojafarm.vteximg.com.br/arquivos/ids/3309675-500-750/323366_6050_1-CAMISA-HOTFIX-CARNAVAL-DAS-AGUAS.jpg?v=638447266173400000
camisa,Camisa Estampada Miragem,https://www.farmrio.com.br/camisa-estampada-miragem-est-miragem_multicolorido-322944-46191/p,76453,https://lojafarm.vteximg.com.br/arquivos/ids/3291281-500-750/322944_46191_1-CAMISA-ESTAMPADA-MIRAGEM.jpg?v=638430897198670000
camisa,Camisa Meio a Meio Estampada Floral Pietra,https://www.farmrio.com.br/camisa-meio-a-meio-estampada-floral-pietra-est-floral-pietra_vermelho-aka-328588-47096/p,82829,https://lojafarm.vteximg.com.br/arquivos/ids/3309948-500-750/328588_47096_1-CAMISA-MEIO-A-MEIO-ESTAMPADA-FLORAL-PIETRA.jpg?v=638447268338500000
camisa,Camisa Meio a Meio Estampada Banana Sketch,https://www.farmrio.com.br/camisa-meio-a-meio-estampada-banana-sketch-est-banana-sketch_preto-328587-46762/p,82826,https://lojafarm.vteximg.com.br/arquivos/ids/3262497-500-750/328587_46762_1-CAMISA-MEIO-A-MEIO-ESTAMPADA-BANANA-SKETCH.jpg?v=638405227388500000
camisa,Camisa Cutwork Peixe,https://www.farmrio.com.br/camisa-cutwork-peixe-azul-reino-323256-07032/p,77070,https://lojafarm.vteximg.com.br/arquivos/ids/3299888-500-750/323256_07032_1-CAMISA-CUTWORK-PEIXE.jpg?v=638437053138830000
camisa,Camisa Cutwork Tucano,https://www.farmrio.com.br/camisa-cutwork-tucano-preto-323254-0013/p,77068,https://lojafarm.vteximg.com.br/arquivos/ids/3299844-500-750/323254_0013_1-CAMISA-CUTWORK-TUCANO.jpg?v=638437052879670000
camisa,Camisa Bordada Jardim Surreal,https://www.farmrio.com.br/camisa-bordada-jardim-surreal-preto-323216-0005/p,75732,https://lojafarm.vteximg.com.br/arquivos/ids/3317515-500-750/323216_0005_1-CAMISA-BORDADA-JARDIM-SURREAL.jpg?v=638458542816430000
saia,Saia Godê Estampada Luau Das Onças,https://www.farmrio.com.br/saia-gode-estampada-luau-das-oncas-luau-das-oncas_multicolorido-334247-49096/p,148747,https://lojafarm.vteximg.com.br/arquivos/ids/3416638-500-750/334247_49096_1-SAIA-GODE-LUAU-DAS-ONCAS.jpg?v=638590861007200000
saia,Saia Longa Estampada Chita Bella,https://www.farmrio.com.br/saia-longa-estampada-chita-bella-chita-bella_rosa-peonia-334241-49119/p,148687,https://lojafarm.vteximg.com.br/arquivos/ids/3416563-500-750/334241_49119_1-SAIA-LONGA-CHITA-BELLA.jpg?v=638590860167400000
saia,Saia Pala Ampla,https://www.farmrio.com.br/saia-pala-ampla-off-white-334000-07448/p,150097,https://lojafarm.vteximg.com.br/arquivos/ids/3415258-500-750/334000_07448_1-SAIA-PALA-AMPLA.jpg?v=638590813270570000
saia,Saia Estampada Delicadeza De Floral,https://www.farmrio.com.br/saia-estampada-delicadeza-de-floral-delicadeza-de-floral_verde-hortela-334339-49200/p,148670,https://lojafarm.vteximg.com.br/arquivos/ids/3420594-500-750/334339_49200_1-SAIA-DELICADEZA-DE-FLORAL.jpg?v=638599196119600000
saia,Saia Estampada Artsy Flor,https://www.farmrio.com.br/saia-estampada-artsy-flor-artsy-floral_off-white-334124-49181/p,149624,https://lojafarm.vteximg.com.br/arquivos/ids/3433201-500-750/334124_49181_1-SAIA-ARTSY-FLOR.jpg?v=638618298632170000
saia,Saia Beleza Estampada Romântica,https://www.farmrio.com.br/saia-beleza-estampada-romantica-beleza-romantica_off-white-334444-49115/p,148361,https://lojafarm.vteximg.com.br/arquivos/ids/3421054-500-750/334444_49115_1-SAIA-BELEZA-ROMANTICA.jpg?v=638599214470400000
saia,Saia Longa Estampada Romance De Tucano,https://www.farmrio.com.br/saia-longa-estampada-romance-de-tucano-est-romance-de-tucano_off-white-334266-49116/p,148937,https://lojafarm.vteximg.com.br/arquivos/ids/3416898-500-750/334266_49116_1-SAIA-LONGA-ROMANCE-DE-TUCANO.jpg?v=638590863847730000
